ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,IDADE,COMPUTADOR,MORA_MÃE,MORA_PAI,REUNIÕES_ESCOLARES,USO_TEMPO_TELAS,AFAZERES_DOM,BIBLIOTECA
2017,2,27,2709301,2,3,2,154.609564,148.797814,A,C,D,A,A,A,A,A,A,B
2017,2,26,2611606,1,3,1,164.35861,196.732919,B,C,D,B,A,B,A,A,A,B
2017,2,21,2111300,1,3,1,177.261531,225.130973,A,A,E,B,A,A,A,C,C,A
2017,2,29,2916807,2,3,1,159.5229,199.466501,A,C,C,A,A,B,A,D,A,B
2017,3,32,3205069,2,2,1,210.266146,247.963715,A,D,E,B,A,B,C,D,E,C
2017,2,21,2108207,2,3,1,132.214332,212.829574,A,B,D,A,A,A,A,A,A,C
2017,3,32,3201001,2,3,2,196.22395,261.334054,A,C,D,A,C,C,B,B,A,C
2017,4,43,4322608,2,2,1,227.420181,216.186244,B,A,C,B,A,A,A,D,D,A
2017,2,29,2904407,2,3,1,180.655062,218.687537,A,C,C,B,A,B,C,D,A,C
2017,2,28,2804607,2,2,1,281.373883,274.870841,B, ,C,B,A,A,A,B,A,B
2017,3,35,3524006,2,3,1,278.70202,349.08227,B,C,D,B,A,A,A,D,B,C
2017,3,33,3304201,2,3,1,220.094472,248.710325,B,C,D,A,A,A,B,A,E,A
2017,3,33,3304557,1,3,1,230.823794,255.430762,A,B,C,A,B,A,A,B,A,B
2017,4,42,4204608,2,3,1,243.987361,290.173433,A,A,D,B,A,B,C,B,A,C
2017,3,35,3509254,2,3,2,168.932075,208.299836,A,F,D,A,A,B,A,A,B,B
2017,5,51,5106109,2,3,2,228.181241,188.725114,A,C,D,B,A,B,C,A,E,B
2017,2,23,2305001,2,3,2,153.88729,203.035673,A,B,C,A,A,A,A,A,A,B
2017,3,35,3502507,2,3,1,121.472173,145.035869,A,C,D,B,A,A,A,B,B,A
2017,3,35,3550308,1,3,1,303.615238,326.44856,B,A,D,D,A,B,A,C,B,B
2017,2,26,2605509,2,3,1,133.022938,212.712815,A,C,D,A,A,A, ,E, ,A
2017,3,35,3550308,1,3,1,197.053766,209.550371,A,A,C,A,A,A,A,B,B,B
2017,2,26,2613107,2,3,2,260.970992,212.400321,B,A,D,A,A,A,A,A,E,B
2017,3,35,3518800,2,2,1,148.158186,208.855071,A,E,H,B,C,A,C,E,D,A
2017,2,29,2932804,2,3,1,198.441072,190.649654,B,B,D,A,A,A,A,E,D,C
2017,3,31,3142601,2,2,1,287.331018,320.740445,B,A,D,B,A,A,A,C,B,A
2017,1,11,1100205,1,3,1,186.681449,211.075394,A,C,D,B,A,A,A,A,D,B
2017,2,23,2304400,1,3,1,117.563465,144.536695,B, ,E, , , ,A,D, ,B
2017,3,33,3304557,1,3,1,195.204723,227.552005,A,B,E,A,A,A,A,A,E,A
2017,3,35,3546306,2,3,1,323.300317,328.801683,B,A,D,B,A,A,A,D,A,A
2017,3,35,3522406,2,3,2,252.815081,298.675215,B,A,C,C,A,B,B,A,D,A
2017,3,35,3552205,2,3,1,324.987386,234.671961,B,C,D,B,A,A,A,B,B,B
2017,5,52,5209101,2,3,1,159.212504,198.961514,A,A,D,A,A,B,B,A,A,C
2017,3,32,3205200,2,3,1,259.848355,247.595273,A,B,D,B,A,A,A,D,A,B
2017,3,33,3302106,2,3,1,240.537745,164.552855,A,A,D,B,C,C,C,C,A,B
2017,2,23,2303303,2,3,1,247.288666,182.284808,B,C,C,B,A,A,A,C,E,B
2017,2,21,2111201,2,3,2,157.890704,242.560827,A,A,D,A, ,B,B,A,D,B
2017,3,33,3300456,2,3,1,115.237533,241.061124,A,C,C,A,A,B,A,D,A,C
2017,3,31,3157203,2,3,1,184.08286,166.945215,B,A,C,A,A,B,C,D,D,C
2017,3,32,3204401,2,3,1,248.944001,240.558093,B,E,D,A,A,B,B,D,A,B
2017,2,27,2704203,2,3,2,210.313527,304.234825,B,C,D,A,A,A,A,A,B,C
2017,2,22,2201309,2,3,1,133.397903,140.428888,A,B,D,B,A,B,A,A,D,C
2017,5,53,5300108,1,2,1,170.794341,171.99872,A,C,D,B,A,C,A,B,A,C
2017,3,35,3550308,1,3,1,176.606691,190.990262,B,B,C,C,B,B,A,B,E,B
2017,1,15,1508001,2,3,1,166.396018,142.926717,B,F,D,A,A,A,C,E,C,C
2017,5,52,5208707,1,3,1,189.097513,162.481821,A,A,D,A,A,A,B,A,A,C
2017,3,35,3550308,1,2,1,223.852721,208.913199,B,C,C,B,A,B,A,E,A,B
2017,5,52,5212501,2,3,1,189.94215,241.528664,A,C,D,A,A,B,A,B,C,B
2017,3,31,3118007,2,3,1,184.59308,232.421624,A,A,H,B,C,C,A, ,C,A
2017,4,41,4104808,2,3,1,210.832837,245.063071,B,A,C,B,A,A,A,A,B,A
2017,3,35,3502101,2,3,1,236.357812,223.680064,B,C,D,B,A,C,A,D,E,A
2017,3,31,3110905,2,3,1,213.322506,250.469424,B,F,D,B,B,A,C, , ,B
2017,4,43,4318002,2,3,1,139.518666,157.226042,B,A,D,B,A,A,A,D,A,C
2017,3,35,3531100,2,3,1,226.987368,185.347372,B,F,D,A,B,B,A,A,B,A
2017,2,23,2306405,2,3,2,241.182834,221.14965,B, ,C,A,A,A,A,B,A,B
2017,2,26,2615300,2,3,1,122.466719,142.894075,A,A,G,A,A,B,A,A,A,A
2017,1,13,1301852,2,3,1,181.446588,197.749377,A,A,D,B,B,A, ,B,A,B
2017,3,35,3521606,2,3,1,269.841409,284.867295,A,C,D,A,A,B,B,E,B,B
2017,3,33,3300704,2,3,1,135.619433,172.635501,B,A,D,B,A,A,A,C,A,B
2017,1,15,1506807,2,3,1,201.200754,228.669348,A,C,C,B,A,A,A,A,D,A
2017,2,23,2308500,2,3,1,235.834535,197.018473,B,C,C,B,A,A,A,A,A,B
2017,2,23,2302602,2,3,1,219.516597,207.474698,A,C,D,A,A,B,B,D,E,C
2017,2,23,2304103,2,3,1,209.546131,265.777774,A,E,D,A,A,A,A,B,E,C
2017,3,35,3550308,1,2,1,249.879156,272.811041,A,A,C,B,A,A,A,D,C,C
2017,1,17,1705508,2,2,1,161.118955,180.83239,B,C,E,A,A,C,B,C,A,B
2017,3,35,3509502,2,2,1,300.08122,275.473136,A,E,D,B,A,B,C,C,A,A
2017,1,17,1718840,2,3,1,115.780754,130.246592,B,A,E,B,A,A,A,D,B,A
2017,4,41,4127106,2,3,1,284.508089,236.758757,B,A,D,B,A,B,B,B,E,A
2017,3,33,3300704,2,3,1,217.981035,218.948219,B,B,C,A,A,B,A,A,A,A
2017,3,31,3110608,2,3,2,220.844733,283.792765,A,A,D,A,A,A,A,B,A,B
2017,1,15,1500859,2,3,1,181.226765,176.134808,B,B,E,A,A,A,A,B,E,C
2017,1,12,1200401,1,3,1,214.624582,248.045653,A,C,C,B,A,A,A,D,A,C
2017,4,43,4323002,2,2,1,231.116119,227.714651,A,A,C,B,A,A,A,A,A,B
2017,3,31,3154606,2,2,1,298.498718,237.519675,B,C,C,A,A,A,A,C,A,A
2017,5,52,5211909,2,3,1,223.13838,204.969045,B,C,D,C,A,A,A,D,D,B
2017,4,43,6310391,1,3,1,171.306599,218.446418,B,A,C,B,A,A,B,D,E,C
2017,4,43,4322541,2,2,1,285.670669,277.768802,B,A,D,A,A,A,A,D,A,A
2017,2,23,2303501,2,3,1,256.601207,254.47696,B,C,D,A,A,B,A,D,E,B
2017,3,31,3106200,1,3,1,175.695777,219.948301,B,C,C,C,A,A,A,A,A,A
2017,2,25,2504009,2,2,1,233.188015,237.61581,A,A,D,A,A,A,C,C,E,A
2017,1,13,1300201,2,3,1,130.707529,191.555892,B,B,C,B,A,A,B,A,A,A
2017,1,15,1508209,2,3,1,207.647724,218.404219,B,F,E,A,B,B,A,B,E,B
2017,3,31,3132404,2,3,1,229.969681,249.498966,B,A,D,A,A,A,A,A,B,B
2017,3,31,3138674,2,3,2,207.596212,260.380419,A,A,D,A,A,B,C,B,A,B
2017,4,42,4213500,2,3,1,255.235773,278.070173,A,C,C,B,A,A,A,D,B,C
2017,2,29,2932309,2,3,1,130.840855,144.006836,A,F,E,A,B,A,A, ,E,A
2017,2,25,2513802,2,3,1,208.993269,245.21834,A,A,C, ,A,A,A,A,A,C
2017,5,52,5201108,2,3,1,143.190087,215.511344,B,B,G,A,A,B,C,A,A,B
2017,3,35,3535507,2,3,1,211.212595,203.047467,B,F,C,A,A,C,A,C,B,B
2017,3,35,3552205,2,3,1,216.733281,238.596999,B,C,C,C,A,C,B,D, ,B
2017,3,35,3529401,2,2,1,267.228166,297.582968,B,F,D,B,A,A,A,D,E,C
2017,2,24,2403251,2,3,1,259.998705,249.458555,A,C,D,C,A,A,B,B,A,B
2017,3,31,3144508,2,3,1,285.178134,287.110199,B,C,D,B,A,A,A,D,A,A
2017,2,23,2307304,2,3,1,178.642391,176.695017,A,A,D,A,A,B,A,A,A,A
2017,3,31,3118601,2,3,1,288.287328,280.929681,A,C,D,C,A,B,A,D,A,A
2017,4,42,4202404,2,2,1,260.199961,259.235577,A,C,C,C,A,A,A,D,A,B
2017,5,52,5205802,2,3,1,286.444565,239.456567,B,C,C,B,A,A,C,A,D,B
2017,3,35,3523107,2,3,1,242.686938,271.911733,A,F,D,B,A,B,C,D,B,C
2017,3,35,3522406,2,3,1,256.11005,281.662709,B,C,C,B,A,A,B,B,E,B
2017,5,52,5211909,2,3,1,174.185448,181.845215,B,C,E,A,A,B,A,A,E,A
2017,3,35,3513801,2,2,1,238.90869,282.558998,B,F,D,A,A,B,B,B,B,B
2017,4,41,4104808,2,3,1,278.678385,301.895284,A,C,B,D,A,A,A,D,B,A
2017,2,22,2211001,1,3,2,266.559167,213.813503,A,B,C,A,B,A,A,B,C,C
2017,3,33,3301009,2,3,1,241.23082,171.551357,A,E,E,A,A,C,B,B,A,A
2017,2,26,2612802,2,3,1,235.213192,221.277644,B,C,C,A,A,A,A,D,B,B
2017,2,26,2607653,2,3,1,205.624916,205.089884,B,B,D,A,C,A,B,D,D,C
2017,2,22,2209302,2,3,1,159.128432,183.365989,A,A,D,A,A,A,A,B,A,B
2017,2,25,2504033,2,3,1,170.063969,191.04962,B,C,C,A,A,A,B,D,D,B
2017,1,15,1500107,2,3,1,187.391052,171.559071,B,C,D,A,A,A,C,C,C,A
2017,3,35,3550308,1,3,1,218.018223,229.971192,A,C,C,D,A,A,A,C,E,A
2017,4,43,4320008,2,3,1,185.830146,162.771288,A,C,G,A,B,A,A,B,A,C
2017,3,35,3523909,2,3,1,160.813573,170.637574,B,F,D,B,A,A,B,B,C,C
2017,2,23,2304400,1,3,1,154.126946,171.675886,A,D,B,A,A,B,C,E,B,B
2017,2,22,2201770,2,3,1,131.635191,166.171553,A,C, ,A,A,B,C,B,C,B
2017,2,26,2613602,2,3,1,191.483001,191.965415,B,B,D,A,B,B,A,C,C,B
2017,2,26,2616407,2,3,1,184.597322,171.705229,B,A,E, ,A,A,B,C,A,B
2017,3,35,3541406,2,3,1,216.93883400000001,197.870104,A,C,C,B,A,A,A,B,E,B
2017,2,24,2408300,2,3,2,165.800844,126.499235,B,A,F,A, ,A,C,A,A,B
2017,3,35,3531100,2,3,1,225.394343,248.527836,B,C,C,A,A,C,A,D,A,C
2017,4,41,4119806,2,3,1,194.94859400000001,220.775731,A,D,C,A,A,A,A,B,A,B
2017,4,43,4317202,2,2,1,334.228086,331.780185,B,A,C,D,A,A,A,D,D,C
2017,2,29,2903201,2,3,1,197.87901,247.152159,B,C,C,A,A,B,B,D,E,C
2017,4,43,4309209,2,3,1,261.377967,169.533756,A,A,D,C,A,A,C,A,D,B
2017,4,43,4314704,2,3,1,244.727596,268.970008,A,A,D,A,A,A,A,E,A,A
2017,3,31,3118601,2,3,1,247.626333,231.296623,B,C,D,A,A,A,A,B,D,A
2017,4,41,4107850,2,3,2,249.955625,276.229583,B,A,C,B,A,A,A,A,B,C
2017,3,31,3132503,2,3,1,253.907693,275.665518,B,C,D,A,A,B,A,C,E,C
2017,3,35,3531407,2,3,1,236.160027,270.172699,A,A,C,B,C,A,A,C,E,B
2017,5,51,5105259,2,3,1,210.416,290.607549,A,C,D,A,A,A,A,A,A,B
2017,3,35,3547809,2,2,1,255.763512,286.143094,A,A,C,A,C,C,A,A,B,C
2017,3,35,3525003,2,3,1,260.380612,248.643701,B,C,C,B,A,C,A,B,A,B
2017,3,35,3550308,1,2,1,119.750726,155.756465,A,A,C, , , ,A,B,A,B
2017,1,15,1504976,2,3,2,159.172672,210.610705,A,C,H,A,A,A,A,C,C,A
2017,3,35,3527207,2,3,1,194.675386,222.997283,A,E,E,A,A,B,A,A,D,B
2017,3,31,3151206,2,3,1,273.133348,256.456666,B,F,D,C,B,B,A,A,B,B
2017,3,35,3513504,2,3,1,203.615826,299.562842,A,B,D,B,A,B,A,C,B,C
2017,3,33,3305406,2,3,1,129.114504,202.516322,A, ,D,A,A,A,A,A,E,B
2017,4,42,4204350,2,3,1,247.053031,260.924587,B,A,C,B,A,A,A,B,D,A
2017,1,13,1301803,2,3,2,110.121343,148.049304,B,C,E,A,B,B,A,E,E,A
2017,4,42,4205407,1,2,1,243.78908,219.75782,A,C,C,B,A,B,A,A,A,A
2017,5,52,5208707,1,3,1,172.882159,231.186571,B,C,D,A,A,A,A,D,A,C
2017,2,29,2902203,2,3,2,97.655423,187.958494,A,C,D,B,A,A,A,A,A,C
2017,5,51,5103700,2,3,1,250.376208,227.790441,B,C,D,B,A,A,A,A,A,A
2017,3,35,3520509,2,3,1,282.051531,254.305259,B,E,D,A, ,C,A,D,A,A
2017,2,29,2917359,2,3,2,239.247789,171.54996,B,F,D,A,A,A,A,B,A,A
2017,3,35,3550308,1,2,1,231.153307,200.399624,B,C,C,A,A,A,A,B,A,B
2017,5,52,5219753,2,3,1,213.786667,208.870777,A,C,C,A,C,B, ,A,A,C
2017,2,21,2111300,1,3,2,234.76319,206.986478,B,B,E,A,A,B,A,D,E,C
2017,2,28,2801306,2,3,2,196.608006,164.338453,A,F,G,A,A,B,C,A,A,A
2017,3,35,3509007,2,3,1,196.665138,224.212662,A,B,C,A,B,A,A,A,A,C
2017,3,35,3509502,2,2,1,231.999817,267.329904,A,C,C,B,A,B,A,A,A,B
2017,2,21,2109809,2,3,2,151.702012,172.293496,A,B,C,A,A,B,B,B,B,A
2017,2,29,2927408,1,3,1,156.615018,235.446461,A,E,D,B,C,B, ,A,C,C
2017,2,26,2603454,2,3,1,226.701708,216.956664,A,B,D,A,A,A,B,A,E,C
2017,2,29,2924405,2,3,1,173.131732,215.899013,A,C,D,A,A,A,C,A,A,A
2017,3,33,3304904,2,3,1,189.380693,235.378496,A,C,D,B,A,B,B,A,A,C
2017,4,42,4208708,2,3,1,247.573884,270.512189,A,A,D,B,A,A,B,B,A,A
2017,5,51,5105580,2,3,1,209.236617,234.979201,A,B,E,A,A,A,A,C,A,A
2017,3,35,3548708,2,3,1,226.994805,179.144554,A, ,D,B,A,B,B,C,C,A
2017,2,22,2206696,2,3,2,193.078505,172.762656,B,C,C,A,B,B,A,A,A,A
2017,5,52,5208707,1,3,1,186.357831,182.124789,B,C,D,A,B,A,C,A,C,C
2017,3,35,3550308,1,3,1,200.398594,182.296713,B,C,C,B,A,A,A,A,A,A
2017,4,41,4127601,2,3,2,194.062307,212.884852,A,A,D,A,A,A,A,B,B,B
2017,3,33,3302270,2,3,1,243.004385,231.188415,B,B,D,B,A,B,A,A,A,B
2017,3,33,3304557,1,3,1,207.764577,240.337878,A,A,E,D,A,A,A,C,B,C
2017,2,29,2917607,2,3,1,173.331556,160.82003,A,C,C,A,A,A,A,D,A,C
2017,3,31,3104007,2,3,1,200.313475,162.301513,B,F,D,A,A,A,B,D,B,A
2017,1,15,1506807,2,3,2,155.611602,169.387151,B,B,C,B,C,C,A,A,A,A
2017,5,53,5300108,1,2,2,233.308725,243.659559,A,C,D,B,A,A,C,D,D,A
2017,3,31,3114600,2,3,1,241.678398,271.20408,A,C,D,D,A,B,B,D,E,C
2017,3,32,3203205,2,3,1,300.809388,238.768701,B,B,D,A,A,C,A,B,A,A
2017,4,43,4313409,2,3,1,211.458807,266.766844,B,A,D,B,A,A,C,D,D,C
2017,2,29,2913606,2,3,2,103.413561,176.671095,A,B,E,B,A,B,A,B,E,A
2017,3,35,3506508,2,3,1,277.222267,297.001687,A,C,D,A,A,B,A,A,A,B
2017,2,26,2607901,2,3,1,261.947853,228.70076,B,C,C,A,A,A,A,A,A,C
2017,3,33,3304557,1,3,1,297.216089,275.786078,B,A,D,B,A,A,A,A,E,B
2017,3,35,3515152,2,3,1,161.159779,192.278077,A,F,C,B,B,B,B,A,D,B
2017,1,15,1505106,2,3,1,130.397298,146.971421,A,A,G,A,B,A,C,A,A,A
2017,2,27,2700300,2,3,1,214.913271,128.736884,B,C,C,B,A,A,B,B,A,C
2017,1,15,1508357,2,3,2,226.95321,178.231944,B,C,D,B,A,A,C,A,B,C
2017,3,31,3105301,2,3,1,240.18647,235.067511,B,A,D,B,A,A,A,D,A,C
2017,2,29,2910727,2,3,2,211.112601,254.598805,B,B,D,A,A,A,A,D,A,B
2017,4,41,4104204,2,3,2,175.790703,198.37498,A,A,C,A,A,A,B,B,B,B
2017,3,31,3102100,2,3,1,250.595149,248.963852,A,C,C,A,A,A,B,E,E,B
2017,5,50,5002704,1,3,1,316.425988,295.676033,B,A,C,B,A,A,A,D,D,C
2017,4,42,4218301,2,3,1,212.211658,224.887729,A,A,D,B,A,A,B,B,C,B
2017,3,32,3200904,2,3,1,201.529441,188.590469,B,C,C,A,A,A,B,D,C,B
2017,2,29,2927408,1,3,1,208.886884,189.254358,B,B,C,A,A,A,C,A,A,C
2017,3,35,3543907,2,3,1,192.475618,198.72168,B,F,E,A,A,B,B,D,A,B
2017,1,13,1302603,1,3,1,244.633937,335.359083,A,C,D,B,A,A,A,E,A,C
2017,3,31,3103900,2,3,1,219.264766,273.229618,B,C,C,B,A,A,A,D,D,B
2017,3,35,3516408,2,3,1,225.181021,208.922868,A,C,C,E,A,B,A,A,B,B
2017,3,35,3523206,2,3,1,167.735668,196.151639,A,F,E,A,A,A,A,D,E,C
2017,2,23,2313401,2,3,1,228.615927,242.540483,B,C,C,A,A,A,A,A,A,B
2017,2,28,2805406,2,3,2,125.287995,148.212901,A,A,E,C,C,A,C,D,B,C
2017,5,50,5005681,2,2,1,253.317918,252.092258,B,B,C,B,A,B,C,B,A,B
2017,3,33,3301801,2,3,2,171.300594,211.553552,B,A,E,A,A,C,A,A,A,C
2017,2,29,2925303,2,3,2,188.212769,240.572178,A,E,E,A,A,B,B,D,A,A
2017,2,26,2608453,2,3,1,204.654502,166.512273,B,C,C,A,A,A,A,A,A,B
2017,2,21,2111201,2,3,1,153.696447,249.467442,A,C,D,D,A,B,A,B,A,B
2017,3,35,3550308,1,2,1,302.169644,286.923351,B,D,C,B,A,B,B,B,A,B
2017,2,29,2927408,1,3,1,262.068066,287.911359,A, ,D,A,A,A,A,D,A,A
2017,1,15,1501808,2,3,1,187.530052,194.894173,A,B,D,A,A,A,A,D,A,B
2017,3,35,3511102,2,3,1,250.419511,266.126151,B,C,C,A,A,B,A,A,B,B
2017,1,15,1502772,2,3,2,204.143511,223.610031,B,B,F,A,A,B,C,B, ,C
2017,3,31,3170206,2,2,1,212.793775,199.152107,B,C,C,C,A,A,A,A,A,A
2017,3,35,3550308,1,2,1,206.13767000000001,256.794759,A,F,C,A,A,B,A,B,A,A
2017,3,35,3530003,2,3,1,244.083169,269.956061,B,A,D,B,A,C,A,A,A,B
2017,3,31,3131307,2,3,1,273.569632,313.344939,A,A,C,B,A,A,A,D,E,B
2017,3,35,3509502,2,2,1,219.793827,204.059621,B,B,E,B,A,B,B,A,D,B
2017,3,31,3119302,2,2,1,239.998877,217.266419,B,C,C,A,A,A,B,B,B,B
2017,3,32,3205309,1,3,1,127.484127,153.310617,B,A,D, ,A,A,B,A,B,A
2017,3,35,3509502,2,2,1,212.518583,263.224389,A,C,C,B,A,B,A,A,A,A
2017,3,35,3512209,2,3,1,233.075515,263.757378,A,C,D,A,A,A,B,A,E,B
2017,3,35,3548708,2,3,1,316.425988,277.903111,B,C,C,B,A,B,A,B,A,B
2017,4,41,4126009,2,3,1,215.574171,168.91296,B,C,D,A,A,B,A,C,E,C
2017,4,43,4322202,2,3,1,222.667497,243.953832,B,A,C,A,A,A, ,A,A,B
2017,1,15,1504455,2,3,2,167.055265,138.668168,A,B,D,A,A,A,A,B,B,A
2017,2,29,2908408,2,3,1,189.436613,186.026967,A,C,D,A,A,B,C, ,A,B
2017,5,52,5208004,2,3,1,194.05228,192.733544,B,D,D,B,A,A,A,D,C,C
2017,2,24,2412203,2,3,1,188.982093,189.66131,B,C,C,B,A,A,A,D,B,C
2017,2,23,2300804,2,3,1,229.249666,273.069263,B,A,C,A,A,A, ,D,B,A
2017,2,29,2911600,2,3,1,155.029486,131.884908,A,A,E,A,A,A,A, , ,C
2017,3,35,3517406,2,3,1,251.178147,225.39076,B,E,C,B,A,A,B,A,A,B
2017,1,15,1501402,1,2,1,198.402397,187.747669,B,A,D,A,C,A,A,E,A,C
2017,3,35,3548500,2,3,1,194.78706,206.596685,B,C,C,A,A,A,B,B,B,B
2017,5,50,5004700,2,2,1,239.373843,245.825442,B,A,G,A,A,C,A,A,A,A
2017,3,32,3205002,2,2,1,236.269883,207.540986,B,A,C,A,A,B,A,A,E,B
2017,1,11,1100122,2,3,1,223.623642,247.377628,A,C,D,C,A,A,A,A,A,A
2017,3,33,3305208,2,3,1,137.471782,178.144864,A,C,C,C,A,A,B,D,B,C
2017,3,35,3539301,2,3,1,268.818711,261.248707,B,A,C,B,A,B,B,D,E,B
2017,3,35,3548708,2,3,1,282.948561,348.883126,B,A,D,D,A,A,A,C,E,B
2017,4,41,4126256,2,3,1,199.877081,191.252285,B,B,D,C,A,A,A,A,D,B
2017,2,26,2611606,1,3,1,220.31198,209.353966,B,A,C,A,A,A,B,D,A,B
2017,2,29,2910057,2,3,1,189.201144,230.164468,A,F,C,B,A,A,A,B,A,C
2017,2,21,2101707,2,3,1,186.021651,167.5199,A,B,E,A,A, ,C,A,A,A
2017,2,29,2927408,1,3,1,258.888573,261.307114,B,C,C,A,A,B,A,A,A,C
2017,2,24,2408003,2,2,1,182.931299,212.45286,A,C,D,C,A,A,A,A,E,B
2017,4,42,4211900,2,3,1,213.842697,214.304014,A,D,D,B,A,A,A,D,A,A
2017,1,14,1400100,1,3,1,168.382684,253.236094,A,B,C,A,A,B,A,A,A,A
2017,5,51,5105234,2,2,1,136.101885,155.725668,A,C,C,A,B,A,B,C,E,B
2017,3,35,3552205,2,3,1,229.776965,245.145065,B,C,D,A,A,A,A,A,E,B
2017,2,21,2111300,1,3,1,228.727657,259.27744,A,C,C,A,A,B,A,A,A,C
2017,3,35,3528502,2,3,1,196.150235,171.441808,A,A,C,B,A,A,C,A,A,A
2017,1,12,1200203,2,3,1,135.181881,158.261839,A,C,D,A,A,A,B,C,C,A
2017,2,29,2922409,2,3,1,232.569813,257.977496,A,C,D,A,C,A,C,E,C,C
2017,3,32,3205200,2,3,1,160.126558,221.949022,A,C,E,B,A,C,A,A,E,C
2017,2,26,2601904,2,3,1,180.023306,167.752468,A,A,C,B,A,A,A,A,E,A
2017,2,29,2923704,2,3,2,197.911129,193.611333,B,C,C,A,A,B,B,A,A,B
2017,1,13,1302603,1,3,1,209.911786,224.52728,B,C,C,A,A,B,A,B,A,C
2017,2,22,2204600,2,3,1,148.194328,166.535971,A,C,D,A,A,A,C,D,E,A
2017,2,23,2304400,1,3,1,180.690707,156.562656,B,C,D,A,A,A,B,B,E,A
2017,3,35,3508504,2,3,1,278.229043,337.363046,B,A,C,A,A,A,A,D, ,A
2017,2,22,2211308,2,3,2,166.94001,148.366214,B,A,C,B,A,A,C,B,A,C
2017,3,31,3141504,2,3,1,199.276894,144.780274,B,A,C,B,B,A,B,A,B,B
2017,2,29,2913507,2,3,1,139.095328,169.816292,A,F,E,A,A,A,B,A,C,C
2017,3,35,3516853,2,3,1,186.996418,242.815473,A,F,C,B,A,B,B,E,A,A
2017,2,25,2500908,2,3,1,194.70453,174.258894,A,D, ,A,A,A,A,D,E,A
2017,2,21,2101707,2,3,1,156.232725,206.018647,A,C,D,A,B,A,C,A,A,C
2017,2,24,2405009,2,3,2,200.716869,209.191151,A,B,C,A,A,A,B,A,A,A
2017,5,53,5300108,1,2,1,134.010541,199.402281,A,A,D,A,A,A,A,B,A,C
2017,2,23,2304459,2,3,1,172.478215,211.419914,A,C,D,B,A,A,A,C,A,A
2017,4,42,4204301,2,2,1,214.281571,199.832652,B,A,C,A,A,B,B,B,A,B
2017,2,29,2902906,2,3,1,189.882649,202.2951,A,C,F,A,A,A,C,D,A,C
2017,3,31,3131703,2,2,1,267.860362,242.49113,A,F,D,B,A,A,A,D,A,B
2017,4,43,4302501,2,3,1,149.012684,141.969728,A,A,D,A,A,A,B,D,A,A
2017,3,35,3518800,2,3,1,117.448264,165.163759,B,A,C,B,A,B,A,D,B,C
2017,1,13,1301506,2,3,1,183.057077,287.574608,A,B,C,A,A,A,A,A,D,A
2017,5,53,5300108,1,2,1,189.692522,225.019356,A,C,G,A,A,B,A,E,A,C
2017,1,15,1506807,2,3,1,149.150087,194.088206,B,C, ,A,A,A,C,D,C,C
2017,1,17,1701002,2,3,1,122.95435,170.618738,A,A,D,A,A,B,A,A,A,B
2017,4,41,4120507,2,3,1,234.531687,284.574811,A,A,D,C,A,A,A,A,E,A
2017,4,41,4101804,2,3,1,190.754336,230.780513,B,A,C,B,A,A,C,D,A,C
2017,3,35,3538600,2,3,1,274.723728,287.362944,A,C,D,B,A,A,A,A,A,B
2017,4,41,4115705,2,3,1,278.777443,278.49462,B,E,D,D,A,C,A,D,B,C
2017,3,31,3120904,2,3,1,130.506108,151.160215,B,D,C,B,A,A,A,A,A,A
2017,3,33,3300407,2,3,1,235.528437,219.59154,A,C,E,B,A,A,A,D,A,A
2017,3,35,3550308,1,2,1,202.844244,200.238877,A,C,D,A,A,A, ,B,A,A
2017,3,35,3530607,2,3,1,296.460098,283.623412,B,A,D,C,A,B,A,D,A,B
2017,3,33,3304557,1,3,1,329.610766,332.44944,B,D,D,C,A,A,A,A,A,A
2017,5,52,5220454,2,3,1,223.525741,212.779551,B,F,D,A,A,A,C,A,A,C
2017,3,32,3205309,1,3,1,198.88843,184.898948,A,C,D,B,A,B,A,B,A,A
2017,2,29,2919553,2,3,1,200.359258,170.209997,B,C,E,B,A,A,C,A,B,A
2017,5,50,5007406,2,2,1,316.425988,312.603695,A,A,C,C,A,A,A,D,C,C
2017,2,29,2919207,2,3,1,200.511536,205.366775,B,E,D,B,A,C,A,D,A,C
2017,3,35,3550308,1,2,1,244.649198,258.485893,B,B,D,C,A,B,A,B,B,B
2017,2,25,2517001,2,3,1,131.074506,158.939868,B,C,D,A,A,A,A,D,A,B
2017,4,42,4209300,2,3,1,207.721274,244.369335,A,A,D,A,C,A,B,A,A,B
2017,5,53,5300108,1,2,2,268.547211,252.278882,A,A,D,B,A,A,C,E,A,C
2017,3,33,3304557,1,3,1,178.074874,210.648656,B,A,E,B,A,C,B,A,B,A
2017,3,35,3547908,2,3,1,188.397497,203.343193,B,A,C,B,A,A,B,A,B,B
2017,1,15,1505551,2,3,1,150.560312,167.226409,A,A,D,B,B,C,A,A,A,A
2017,3,31,3142908,2,2,1,234.960259,205.309541,B, ,D,A,B,A,B,A, ,B
2017,3,33,3304557,1,3,1,206.088417,266.501356,A,A,C,A,A,A,C,D,E,B
2017,2,23,2304400,1,3,1,218.202566,243.072522,A,C,F,C,B,A,A,D,B,B
